pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
554,Darumaka,5,Normal,Zen Charm Pokémon,1,Fire,Does not have,0.6,37.5,2,Hustle,Does not have,Inner Focus,70,90,45,15,45,50,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
554,Galarian Darumaka,5,Normal,Zen Charm Pokémon,1,Ice,Does not have,0.7,40.0,2,Hustle,Does not have,Inner Focus,70,90,45,15,45,50,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,1,Fire,Does not have,1.3,92.9,2,Sheer Force,Does not have,Zen Mode,105,140,55,30,55,95,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
555,Darmanitan Zen Mode,5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,Does not have,Zen Mode,105,30,105,140,105,55,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
555,Galarian Darmanitan Standard Mode,5,Normal,Zen Charm Pokémon,1,Ice,Does not have,1.7,120.0,2,Gorilla Tactics,Does not have,Zen Mode,105,140,55,30,55,95,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
555,Galarian Darmanitan Zen Mode,5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120.0,2,Gorilla Tactics,Does not have,Zen Mode,105,160,55,30,55,135,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5
556,Maractus,5,Normal,Cactus Pokémon,1,Grass,Does not have,1.0,28.0,3,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
557,Dwebble,5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
558,Crustle,5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
559,Scraggy,5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
560,Scrafty,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30.0,3,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
561,Sigilyph,5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14.0,3,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
562,Yamask,5,Normal,Spirit Pokémon,1,Ghost,Does not have,0.5,1.5,1,Mummy,Does not have,Does not have,38,30,85,55,65,30,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
562,Galarian Yamask,5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,Does not have,Does not have,38,55,85,30,65,30,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
563,Cofagrigus,5,Normal,Coffin Pokémon,1,Ghost,Does not have,1.7,76.5,1,Mummy,Does not have,Does not have,58,50,145,95,105,30,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
564,Tirtouga,5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
565,Carracosta,5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81.0,3,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
566,Archen,5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,Does not have,Does not have,55,112,45,74,45,70,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
567,Archeops,5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32.0,1,Defeatist,Does not have,Does not have,75,140,65,112,65,110,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
568,Trubbish,5,Normal,Trash Bag Pokémon,1,Poison,Does not have,0.6,31.0,3,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
569,Garbodor,5,Normal,Trash Heap Pokémon,1,Poison,Does not have,1.9,107.3,3,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
570,Zorua,5,Normal,Tricky Fox Pokémon,1,Dark,Does not have,0.7,12.5,1,Illusion,Does not have,Does not have,40,65,40,80,40,65,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
571,Zoroark,5,Normal,Illusion Fox Pokémon,1,Dark,Does not have,1.6,81.1,1,Illusion,Does not have,Does not have,60,105,60,120,60,105,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
572,Minccino,5,Normal,Chinchilla Pokémon,1,Normal,Does not have,0.4,5.8,3,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
573,Cinccino,5,Normal,Scarf Pokémon,1,Normal,Does not have,0.5,7.5,3,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
574,Gothita,5,Normal,Fixation Pokémon,1,Psychic,Does not have,0.4,5.8,3,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
575,Gothorita,5,Normal,Manipulate Pokémon,1,Psychic,Does not have,0.7,18.0,3,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
576,Gothitelle,5,Normal,Astral Body Pokémon,1,Psychic,Does not have,1.5,44.0,3,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
577,Solosis,5,Normal,Cell Pokémon,1,Psychic,Does not have,0.3,1.0,3,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
578,Duosion,5,Normal,Mitosis Pokémon,1,Psychic,Does not have,0.6,8.0,3,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
579,Reuniclus,5,Normal,Multiplying Pokémon,1,Psychic,Does not have,1.0,20.1,3,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
580,Ducklett,5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
581,Swanna,5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
582,Vanillite,5,Normal,Fresh Snow Pokémon,1,Ice,Does not have,0.4,5.7,3,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
583,Vanillish,5,Normal,Icy Snow Pokémon,1,Ice,Does not have,1.1,41.0,3,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
584,Vanilluxe,5,Normal,Snowstorm Pokémon,1,Ice,Does not have,1.3,57.5,3,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
585,Deerling,5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
586,Sawsbuck,5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
587,Emolga,5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5.0,2,Static,Does not have,Motor Drive,55,75,60,75,60,103,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
588,Karrablast,5,Normal,Clamping Pokémon,1,Bug,Does not have,0.5,5.9,3,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
589,Escavalier,5,Normal,Cavalry Pokémon,2,Bug,Steel,1.0,33.0,3,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
590,Foongus,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.2,1.0,2,Effect Spore,Does not have,Regenerator,69,55,45,55,55,15,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
591,Amoonguss,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,2,Effect Spore,Does not have,Regenerator,114,85,70,85,80,30,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
592,Frillish,5,Normal,Floating Pokémon,2,Water,Ghost,1.2,33.0,3,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
593,Jellicent,5,Normal,Floating Pokémon,2,Water,Ghost,2.2,135.0,3,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
594,Alomomola,5,Normal,Caring Pokémon,1,Water,Does not have,1.2,31.6,3,Healer,Hydration,Regenerator,165,75,80,40,45,65,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
595,Joltik,5,Normal,Attaching Pokémon,2,Bug,Electric,0.1,0.6,3,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
596,Galvantula,5,Normal,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,3,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
597,Ferroseed,5,Normal,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,2,Iron Barbs,Does not have,Anticipation,44,50,91,24,86,10,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
598,Ferrothorn,5,Normal,Thorn Pod Pokémon,2,Grass,Steel,1.0,110.0,2,Iron Barbs,Does not have,Anticipation,74,94,131,54,116,20,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
599,Klink,5,Normal,Gear Pokémon,1,Steel,Does not have,0.3,21.0,3,Plus,Minus,Clear Body,40,55,70,45,60,30,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
600,Klang,5,Normal,Gear Pokémon,1,Steel,Does not have,0.6,51.0,3,Plus,Minus,Clear Body,60,80,95,70,85,50,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
601,Klinklang,5,Normal,Gear Pokémon,1,Steel,Does not have,0.6,81.0,3,Plus,Minus,Clear Body,60,100,115,70,85,90,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
602,Tynamo,5,Normal,EleFish Pokémon,1,Electric,Does not have,0.2,0.3,1,Levitate,Does not have,Does not have,35,55,40,45,40,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
603,Eelektrik,5,Normal,EleFish Pokémon,1,Electric,Does not have,1.2,22.0,1,Levitate,Does not have,Does not have,65,85,70,75,70,40,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
604,Eelektross,5,Normal,EleFish Pokémon,1,Electric,Does not have,2.1,80.5,1,Levitate,Does not have,Does not have,85,115,80,105,80,50,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
605,Elgyem,5,Normal,Cerebral Pokémon,1,Psychic,Does not have,0.5,9.0,3,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
606,Beheeyem,5,Normal,Cerebral Pokémon,1,Psychic,Does not have,1.0,34.5,3,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
607,Litwick,5,Normal,Candle Pokémon,2,Ghost,Fire,0.3,3.1,3,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
608,Lampent,5,Normal,Lamp Pokémon,2,Ghost,Fire,0.6,13.0,3,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
609,Chandelure,5,Normal,Luring Pokémon,2,Ghost,Fire,1.0,34.3,3,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
610,Axew,5,Normal,Tusk Pokémon,1,Dragon,Does not have,0.6,18.0,3,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
611,Fraxure,5,Normal,Axe Jaw Pokémon,1,Dragon,Does not have,1.0,36.0,3,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
612,Haxorus,5,Normal,Axe Jaw Pokémon,1,Dragon,Does not have,1.8,105.5,3,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
613,Cubchoo,5,Normal,Chill Pokémon,1,Ice,Does not have,0.5,8.5,3,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
614,Beartic,5,Normal,Freezing Pokémon,1,Ice,Does not have,2.6,260.0,3,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
615,Cryogonal,5,Normal,Crystallizing Pokémon,1,Ice,Does not have,1.1,148.0,1,Levitate,Does not have,Does not have,80,50,50,95,135,105,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
616,Shelmet,5,Normal,Snail Pokémon,1,Bug,Does not have,0.4,7.7,3,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
617,Accelgor,5,Normal,Shell Out Pokémon,1,Bug,Does not have,0.8,25.3,3,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
618,Stunfisk,5,Normal,Trap Pokémon,2,Ground,Electric,0.7,11.0,3,Static,Limber,Sand Veil,109,66,84,81,99,32,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
618,Galarian Stunfisk,5,Normal,Trap Pokémon,2,Ground,Steel,0.7,20.5,1,Mimicry,Does not have,Does not have,109,81,99,66,84,32,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
619,Mienfoo,5,Normal,Martial Arts Pokémon,1,Fighting,Does not have,0.9,20.0,3,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
620,Mienshao,5,Normal,Martial Arts Pokémon,1,Fighting,Does not have,1.4,35.5,3,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
621,Druddigon,5,Normal,Cave Pokémon,1,Dragon,Does not have,1.6,139.0,3,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
622,Golett,5,Normal,Automaton Pokémon,2,Ground,Ghost,1.0,92.0,3,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
623,Golurk,5,Normal,Automaton Pokémon,2,Ground,Ghost,2.8,330.0,3,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
624,Pawniard,5,Normal,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,3,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
625,Bisharp,5,Normal,Sword Blade Pokémon,2,Dark,Steel,1.6,70.0,3,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
626,Bouffalant,5,Normal,Bash Buffalo Pokémon,1,Normal,Does not have,1.6,94.6,3,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
627,Rufflet,5,Normal,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,3,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
628,Braviary,5,Normal,Valiant Pokémon,2,Normal,Flying,1.5,41.0,3,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
629,Vullaby,5,Normal,Diapered Pokémon,2,Dark,Flying,0.5,9.0,3,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
630,Mandibuzz,5,Normal,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,3,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
631,Heatmor,5,Normal,Anteater Pokémon,1,Fire,Does not have,1.4,58.0,3,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
632,Durant,5,Normal,Iron Ant Pokémon,2,Bug,Steel,0.3,33.0,3,Swarm,Hustle,Truant,58,109,112,48,48,109,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
633,Deino,5,Normal,Irate Pokémon,2,Dark,Dragon,0.8,17.3,1,Hustle,Does not have,Does not have,52,65,50,45,50,38,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
634,Zweilous,5,Normal,Hostile Pokémon,2,Dark,Dragon,1.4,50.0,1,Hustle,Does not have,Does not have,72,85,70,65,70,58,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
635,Hydreigon,5,Normal,Brutal Pokémon,2,Dark,Dragon,1.8,160.0,1,Levitate,Does not have,Does not have,92,105,90,125,90,98,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
636,Larvesta,5,Normal,Torch Pokémon,2,Bug,Fire,1.1,28.8,2,Flame Body,Does not have,Swarm,55,85,55,50,55,60,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
637,Volcarona,5,Normal,Sun Pokémon,2,Bug,Fire,1.6,46.0,2,Flame Body,Does not have,Swarm,85,60,65,135,105,100,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
650,Chespin,6,Normal,Spiny Nut Pokémon,1,Grass,Does not have,0.4,9.0,2,Overgrow,Does not have,Bulletproof,56,61,65,48,45,38,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
651,Quilladin,6,Normal,Spiny Armor Pokémon,1,Grass,Does not have,0.7,29.0,2,Overgrow,Does not have,Bulletproof,61,78,95,56,58,57,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
652,Chesnaught,6,Normal,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90.0,2,Overgrow,Does not have,Bulletproof,88,107,122,74,75,64,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
